"bin","ID","time_start_sec","time_end_sec","Distance_m","Mean_speed_m_s","Max_speed_m_s","Time_immobile_s","Immobile_episodes","Absolute_turn_angle_deg","Meander_deg_per_m","Bottom_entries","Bottom_time_s","Middle_entries","Middle_time_s","Top_entries","Top_time_s","Mean_dist_from_bottom_m","Acceleration_episodes_500ms","Acceleration_time_s","Tortuosity_episodes_1s","Tortuosity_time_s","Zone_count","IM_time_s","IM_episodes","NB_time_s","NB_episodes","HS_time_s","HS_episodes","TR_time_s","TR_episodes"
8,12,210,240,1.29357331816126,0.0431191106053754,0.077263215449137,0,0,1662.25837902623,1285.0128830649,0,29.5666666666667,0,0,0,0,0.00701514612183535,0,0,0,0,3,0,0,28.1333333333333,4,1.36666666666667,2,0.5,1
9,12,240,270,1.4709585472353,0.04903195157451,0.0926812658222252,0,0,1585.39754568785,1077.79892823468,0,29.9,0,0,0,0,0.00383878539733122,1,0.533333333333333,0,0,3,0,0,28.5333333333333,6,0.5,0,0.966666666666667,2
10,12,270,300,1.7211366660859,0.0573712222028634,0.115455663757315,0,0,2457.81825185849,1428.02038925119,3,19.4333333333333,6,5.73333333333333,3,4.7,0.0291241590032362,1,0.533333333333333,1,0.666666666666667,3,0,0,22.7666666666667,10,6.9,9,0.333333333333333,1
1,13,0,30,0.733034509322614,0.0244344836440871,0.0571112767383222,0,0,659.40816942091,899.559517368779,0,30,0,0,0,0,0.00681786304292225,0,0,2,1.06666666666667,3,0,0,28.8,3,0.8,1,0.4,1
2,13,30,60,0.958833202327861,0.031961106744262,0.0703243148049338,0,0,1101.11114240467,1148.38653869243,0,29.8333333333333,0,0,0,0,0.00596131575327071,0,0,1,0.5,3,0,0,28.7,4,0.4,1,0.9,2
3,13,60,90,1.50126647615785,0.0500422158719282,0.0984239500537344,0,0,1779.22941928274,1185.15230143304,2,21.9333333333333,4,3.26666666666667,2,4.6,0.0275056042202573,4,2.53333333333333,1,0.566666666666667,3,0,0,26.8666666666667,8,2.86666666666667,4,0.266666666666667,0
4,13,90,120,1.90960193120721,0.0636533977069071,0.122149879354723,0,0,2390.93346309578,1252.05856991581,2,21.7,4,2.76666666666667,2,5.23333333333333,0.0267390522341621,10,7.1,2,1.5,3,0,0,23.3,10,2.76666666666667,2,3.93333333333333,5
5,13,120,150,2.24170569639658,0.0747235232132193,0.11070994072138,0,0,3349.64708415963,1494.24034097964,4,19.1666666666667,7,4.43333333333333,3,5.46666666666667,0.0343182448091563,21,16.2333333333333,3,1.66666666666667,3,0,0,19.0666666666667,11,9.7,10,1.23333333333333,2
6,13,150,180,2.21485166993693,0.0738283889978976,0.125267095982666,0,0,3679.24149813254,1661.16835184602,6,17.1,11,6.23333333333333,5,6.13333333333333,0.0363631661337181,7,4.1,1,0.5,3,0,0,15.4,10,12.9666666666667,8,1.63333333333333,2
7,13,180,210,2.21215500338558,0.0737385001128525,0.126321686244968,0,0,4281.26557096762,1935.33706472439,5,20.0333333333333,11,4.73333333333333,6,4.4,0.0258331323197571,8,5.33333333333333,2,1.36666666666667,3,0,0,11.0333333333333,9,13.6666666666667,8,5.3,6
8,13,210,240,2.79857309229937,0.0932857697433125,0.141859067962888,0,0,4864.94463180048,1738.36611421263,5,16.7666666666667,9,4.63333333333333,4,8.13333333333333,0.0406838024323606,20,20.9666666666667,1,0.533333333333333,3,0,0,12.7333333333333,9,13.3,11,3.96666666666667,6
9,13,240,270,3.32744106815582,0.11091470227186,0.157501497522792,0,0,4966.9765488078,1492.7316358335,9,7.43333333333333,18,8,9,14.2,0.0608064247637424,17,26.0666666666667,2,1.03333333333333,3,0,0,10.9333333333333,13,18.7333333333333,13,0.333333333333333,1
10,13,270,300,2.1926737839324,0.07308912613108,0.161607190551109,0,0,3827.86618933859,1745.75270493433,4,22.3,6,2.73333333333333,2,3.36666666666667,0.0212251655141373,5,4.76666666666667,4,2.1,3,0,0,14.1666666666667,14,10.6666666666667,10,5.16666666666667,6
1,14,0,30,0.014867546468816,0.000495584882293868,0.0274456976409036,13.4333333333333,1,0,0,0,0,0,0,0,30,0.0928112371580144,0,0,0,0,3,17.5,4,10.6666666666667,7,0.4,1,1.43333333333333,1
2,14,30,60,0.889300532089601,0.0296433510696534,0.0695519504080463,3.73333333333333,0,1881.31362181614,2115.49814031438,2,17.9666666666667,2,2.43333333333333,0,8.23333333333333,0.0345863938945875,0,0,2,1.53333333333333,3,4.63333333333333,2,22.1666666666667,6,2.8,4,0.4,1
3,14,60,90,1.60977411197974,0.0536591370659914,0.0910857871475192,0,0,2463.62340742074,1530.41559625463,3,17.2333333333333,7,8.26666666666667,3,4.5,0.0323553702582771,1,0.5,2,1.23333333333333,3,0,0,22.6,8,5.96666666666667,7,1.43333333333333,3
4,14,90,120,2.01720604219575,0.0672402014065251,0.105862688569896,0,0,5062.23007641735,2509.52553706762,7,17.1,11,6.6,5,6.1,0.034090406229247,7,5.76666666666667,4,2.86666666666667,3,0,0,10.1666666666667,7,16.0666666666667,10,3.76666666666667,6
5,14,120,150,1.56953287259425,0.0523177624198083,0.0952313997461797,0,0,2166.41826131361,1380.2949266891,4,21.5,6,4.6,2,2.8,0.0225012962105479,2,1.33333333333333,1,0.966666666666667,3,0,0,24.3666666666667,4,4.23333333333333,2,1.4,2
6,14,150,180,1.81005578169808,0.0603351927232693,0.0980780064849548,0,0,3055.66110820033,1688.15853030436,5,18.8333333333333,7,9.86666666666667,2,1,0.0251734508900017,1,0.666666666666667,1,0.5,3,0,0,22.4333333333333,9,6.43333333333333,9,1.13333333333333,2
7,14,180,210,2.11955192297473,0.0706517307658243,0.10610893484849,0,0,2593.88039566441,1223.78714460742,4,21.9666666666667,6,7.46666666666667,1,0.566666666666667,0.0224345158239634,9,6.56666666666667,0,0,3,0,0,23.2666666666667,8,4.76666666666667,6,1.96666666666667,2
8,14,210,240,2.39314325085305,0.0797714416951018,0.115889527685342,0,0,3784.5908699402,1581.43097726856,11,19.6,14,8.3,4,2.1,0.0298229190048179,17,14.9,1,0.666666666666667,3,0,0,14.3666666666667,12,11.9333333333333,12,3.7,5
9,14,240,270,2.27861599112786,0.0759538663709288,0.111494103527915,0,0,3164.67061609491,1388.85649377386,8,23,8,7,0,0,0.0228731519946717,14,13.0666666666667,0,0,3,0,0,19.7,10,7.53333333333333,8,2.76666666666667,2
10,14,270,300,1.72505871966007,0.0575019573220025,0.10150378952834,0,0,2249.47690891457,1304.00019621235,4,27.7333333333333,4,2.23333333333333,0,0,0.0159392773465545,1,0.5,0,0,3,0,0,23.9333333333333,6,6.06666666666667,5,0,0
1,15,0,30,0.573723288872175,0.0191241096290725,0.0548919707485197,0,0,276.739131554259,482.356454621657,1,4.7,3,6.36666666666667,2,17.8666666666667,0.063741576192373,0,0,0,0,3,0,0,28.0666666666667,2,0.4,1,1.53333333333333,2
2,15,30,60,0.317903124671722,0.0105967708223907,0.0517249272769563,0,0,475.689957653614,1496.33621294169,0,0,0,2.46666666666667,1,27.5333333333333,0.0868253740269558,0,0,1,0.5,3,0,0,29.0666666666667,2,0.933333333333333,1,0,0
3,15,60,90,0.259671757292646,0.00865572524308818,0.0354400335468823,0,0,43.3210050835948,166.829868350961,0,0,0,0,0,30,0.0900634503920833,0,0,0,0,3,0,0,29.3666666666667,3,0,0,0.633333333333333,1
4,15,90,120,0.36474127345275,0.012158042448425,0.0518544875133328,0,0,623.055951968347,1708.21345791309,2,5.4,3,7.5,1,15.1666666666667,0.0596006300584734,0,0,0,0,3,0,0,28.7666666666667,4,0.7,1,0.533333333333333,1
5,15,120,150,0.333831820069878,0.0111277273356626,0.0596722204167393,0,0,86.3606711008144,258.69514500666,0,3.36666666666667,1,1.26666666666667,1,25.3666666666667,0.0790855417005241,0,0,0,0,3,0,0,29.2,2,0.8,1,0,0
6,15,150,180,0.377884260539911,0.012596142017997,0.0559637698634239,0,0,46.8475804052937,123.973357181797,1,5.26666666666667,2,5.23333333333333,1,19.5,0.0683213914758719,0,0,0,0,3,0,0,29.7333333333333,2,0,0,0.266666666666667,0
7,15,180,210,0.827442624881424,0.0275814208293808,0.0819732499972264,0,0,697.11652154994,842.495298873247,2,4.3,5,5.83333333333333,2,19.8666666666667,0.0693634484427316,0,0,0,0,3,0,0,28.7666666666667,5,0.566666666666667,1,0.666666666666667,1
8,15,210,240,0.757610966051728,0.0252536988683909,0.094881554869269,0,0,625.437131982519,825.538647152866,5,14.8,8,12.0666666666667,3,3.13333333333333,0.0357386930698022,0,0,0,0,3,0,0,29.2,2,0.8,1,0,0
9,15,240,270,0.535158495868116,0.0178386165289372,0.0557569384304937,0,0,243.164393827465,454.378274296125,3,6.53333333333333,4,15.0333333333333,1,8.43333333333333,0.0542854695717056,0,0,0,0,3,0,0,29.4,2,0,0,0.6,1
10,15,270,300,0.45656202946242,0.015218734315414,0.0583586990215375,0,0,654.736060462868,1434.05718875437,4,15.0333333333333,4,14.9666666666667,0,0,0.035077903142561,0,0,0,0,3,0,0,29.0666666666667,3,0.933333333333333,2,0,0
1,16,0,30,1.79659408953911,0.0598864696513037,0.128384958939164,0,0,2911.37636599389,1620.49757535424,5,14.1333333333333,11,11.7666666666667,5,4.1,0.0401308486726868,7,4.33333333333333,5,3.06666666666667,3,0,0,20.2333333333333,5,6.46666666666667,6,3.3,5
2,16,30,60,2.10883139054386,0.0702943796847953,0.118246223205251,0,0,4711.27955830121,2234.0712393731,7,10.8666666666667,15,8.4,9,10.6333333333333,0.0494785682531626,6,3.83333333333333,4,2.86666666666667,3,0,0,10.0333333333333,5,16.0333333333333,9,3.93333333333333,5
3,16,60,90,2.06627887934376,0.0688759626447919,0.112971543008105,0,0,5252.74896259023,2542.12972658293,6,15.7333333333333,14,8.33333333333333,8,5.93333333333333,0.0347744821147871,3,1.8,8,7.66666666666667,3,0,0,13.3666666666667,5,15.1,6,1.53333333333333,2
4,16,90,120,2.20701506189074,0.0735671687296913,0.118288031843113,0,0,5942.14234745458,2692.3886701362,7,17.7666666666667,13,5.83333333333333,5,6.4,0.0349114529246854,12,7.93333333333333,6,3.36666666666667,3,0,0,12.4666666666667,8,14.6,7,2.93333333333333,5
5,16,120,150,2.25295768250513,0.0750985894168375,0.134481606603199,0,0,5609.10223232179,2489.6616016706,7,20.5,10,3.66666666666667,4,5.83333333333333,0.029796115966134,16,10.4,3,2.86666666666667,3,0,0,13.7333333333333,10,13.3,8,2.96666666666667,5
6,16,150,180,2.25241316045617,0.0750804386818725,0.131605771108877,0,0,4937.67933861944,2192.17301039896,6,13.2,15,7.73333333333333,8,8.73333333333333,0.0430978614408131,14,10.5,5,5.7,3,0,0,14.5333333333333,9,12.9666666666667,6,2.5,4
7,16,180,210,2.56406326448855,0.0854687754829516,0.124653791235842,0,0,5750.6803926479,2242.7997281865,7,9.7,14,4.93333333333333,8,14.5,0.052937702060913,7,5.86666666666667,7,5.1,3,0,0,5.23333333333333,5,17.8,12,6.96666666666667,6
8,16,210,240,2.37777622833227,0.0792592076110758,0.131713443580948,0,0,5647.57691432125,2375.15071730797,6,13.6666666666667,16,6.6,10,8.03333333333333,0.0373649250743742,15,10.3333333333333,8,6.73333333333333,3,0,0,4.33333333333333,4,20,9,5.66666666666667,6
9,16,240,270,2.6569453987381,0.0885648466246035,0.130179084366406,0,0,6711.15904512254,2525.89272188655,2,4.86666666666667,8,2.7,6,21.9333333333333,0.0710951445444564,15,16.9333333333333,7,5.2,3,0,0,8.53333333333333,9,17.7666666666667,9,3.7,3
10,16,270,300,2.12944949319264,0.0709816497730879,0.131975740215335,0,0,5364.00095175189,2518.96134136986,5,7.76666666666667,11,5.7,6,16.4666666666667,0.0616848541527464,9,8.53333333333333,3,2.33333333333333,3,0,0,10.7666666666667,9,16.7333333333333,10,2.5,5
1,17,0,30,0.685893365369001,0.0228631121789667,0.0667171075157846,0,0,1322.45131002408,1928.07129620305,1,22.6333333333333,2,6.06666666666667,1,1.3,0.0240908430563816,0,0,0,1.03333333333333,3,0,0,26.5333333333333,7,3.46666666666667,5,0,0
2,17,30,60,0.906200242334634,0.0302066747444878,0.0834934209975571,0,0,1125.60216397965,1242.11196531991,1,23.7333333333333,2,6.26666666666667,0,0,0.0233384854893378,0,0,2,1.03333333333333,3,0,0,29.5666666666667,2,0.433333333333333,1,0,0
3,17,60,90,1.08038434293907,0.0360128114313022,0.10166985636155,0,0,1686.99534027996,1561.4770348214,4,17.5333333333333,4,10.9,1,1.56666666666667,0.0322335642919963,1,0.5,0,0,3,0,0,27.1666666666667,6,2.5,3,0.333333333333333,1
4,17,90,120,1.12782859858318,0.0375942866194393,0.105537120449737,0,0,1251.15524558902,1109.34874958905,2,21.4666666666667,4,5,1,3.16666666666667,0.025998413809997,0,0,0,0,3,0,0,27.6333333333333,3,1.26666666666667,1,1.1,2
5,17,120,150,1.3554361030267,0.0451812034342234,0.0811017578890814,0,0,1449.32163672567,1069.26592370479,4,24.2,3,5.8,0,0,0.0219994025611718,0,0,1,0.566666666666667,3,0,0,29.4666666666667,2,0,0,0.533333333333333,1
6,17,150,180,1.64984026061309,0.0549946753537697,0.0781753167651446,0,0,2150.18390415336,1303.26793174167,6,24.5,7,4.4,1,1.1,0.0273655325738051,0,0,0,0,3,0,0,29.1,4,0,0,0.9,2
7,17,180,210,1.86722358805115,0.0622407862683715,0.0996497628141474,0,0,3241.12520234027,1735.79919570483,6,17.5333333333333,10,8.56666666666667,4,3.9,0.0366569305386778,0,0,4,2.03333333333333,3,0,0,25.1666666666667,6,4.23333333333333,4,0.6,1
8,17,210,240,2.2162170505931,0.0738739016864366,0.106852471241019,0,0,4170.80665935561,1881.94863776516,8,18.3,12,9,4,2.7,0.0334304556557409,14,11.2333333333333,3,1.7,3,0,0,18.6333333333333,11,10,10,1.36666666666667,2
9,17,240,270,2.08158130888269,0.0693860436294229,0.106997603247361,0,0,3950.51309544419,1897.84231756225,5,20.9,7,4.73333333333333,2,2.76666666666667,0.0235304406016771,12,9.3,1,0.533333333333333,3,0,0,15.8333333333333,10,10.8666666666667,11,3.3,4
10,17,270,300,2.14679845894195,0.0715599486313985,0.109715830617357,0,0,4566.31688916271,2127.03566566431,7,17.1333333333333,10,7.96666666666667,3,3.86666666666667,0.0311703251554892,7,6.1,1,0.533333333333333,3,0,0,16.4666666666667,8,11.1333333333333,7,2.4,3
1,18,0,30,1.22216411824993,0.0407388039416642,0.0872161199893328,0,0,1263.6608606796,1033.95349430573,4,24.1,4,5.9,0,0,0.0221380302379484,1,0.5,0,0,3,0,0,26.5,4,3.5,2,0,0
2,18,30,60,1.62192473750556,0.0540641579168519,0.0980307877712537,0,0,2548.94463647616,1571.55543505448,6,18.4,6,11.6,0,0,0.0273594586688992,2,1.5,1,0.5,3,0,0,27.1,6,2.73333333333333,4,0.166666666666667,0
3,18,60,90,2.04498873881868,0.0681662912939562,0.131726355593577,0,0,4348.05391835167,2126.19944345678,4,16.0333333333333,9,5.63333333333333,5,8.33333333333333,0.0397557829775448,3,2.23333333333333,3,2.43333333333333,3,0,0,16,13,13.4666666666667,12,0.533333333333333,1
4,18,90,120,1.72995668685688,0.0576652228952295,0.108009414426237,0,0,3715.54942028291,2147.77020055548,3,18.1666666666667,5,4.86666666666667,2,6.66666666666667,0.0314781331250183,6,5,5,3.7,3,0,0,12.9333333333333,13,14.2666666666667,12,2.8,4
5,18,120,150,2.07102358677866,0.0690341195592886,0.113756284863666,0,0,5010.04428254887,2419.11502820771,2,10.9333333333333,8,2.73333333333333,6,16.3,0.0527079467018784,14,11.8,7,4.76666666666667,3,0,0,9.43333333333333,7,19.8666666666667,8,0.7,2
6,18,150,180,2.69810309651507,0.0899367698838356,0.130562268082687,0,0,6445.02616465814,2388.72494271352,4,4.93333333333333,11,5.8,7,19.2666666666667,0.0653617106878269,13,10.0333333333333,7,5.16666666666667,3,0,0,4.53333333333333,6,25.1666666666667,6,0.3,0
7,18,180,210,1.77031148501078,0.0590103828336927,0.142739143136697,0,0,2935.39605813834,1658.12405499954,0,20.4666666666667,2,1.16666666666667,2,5.66666666666667,0.0204158316565237,6,3.9,2,2.1,3,0,0,18.5,11,9.36666666666667,10,2.13333333333333,4
8,18,210,240,2.37234040090651,0.0790780133635504,0.123162432902172,0,0,6327.11970510353,2667.03703342312,6,7.13333333333333,14,7.4,8,15.4666666666667,0.0590594534370594,14,11.1666666666667,9,6.56666666666667,3,0,0,4.83333333333333,6,24.7666666666667,9,0.4,1
9,18,240,270,2.27067936988395,0.0756893123294648,0.131021918611104,0,0,5178.17698562827,2280.45273776056,4,11.5333333333333,11,5.96666666666667,7,12.3666666666667,0.0493037246061626,10,8,7,4.83333333333333,3,0,0,10.4333333333333,9,18.4666666666667,9,1.1,1
10,18,270,300,2.33524810742086,0.0778416035806953,0.135869852979317,0,0,5495.54628096883,2353.30295890415,6,6.2,11,7.06666666666667,5,16.7333333333333,0.0606781124407546,13,10.5,8,5.9,3,0,0,8.66666666666667,7,21.0666666666667,9,0.266666666666667,0
1,19,0,30,0.0186212025634721,0.000620706752115735,0.0252155788299618,0,0,0,0,0,0,0,0,0,30,0.0947366301284318,0,0,0,0,3,2.5,2,27.5,3,0,0,0,0
2,19,30,60,0.11366491403287,0.00378883046776233,0.0366675810136781,0,0,53.4004251790348,469.805705950671,0,0,0,0,0,30,0.0944248353430063,0,0,0,0,3,1.66666666666667,2,28.3333333333333,3,0,0,0,0
3,19,60,90,0.184861776774706,0.00616205922582355,0.0327579220015753,0,0,35.7880786583065,193.593717872364,0,0,0,0,0,30,0.0944534489472787,0,0,0,0,3,0.433333333333333,1,28.9333333333333,4,0,0,0.633333333333333,1
4,19,90,120,0.277932185737913,0.00926440619126378,0.0400852203747367,0,0,207.448375511834,746.399251893249,0,0,0,0,0,30,0.0944669776828546,0,0,0,0,3,0,0,29.9333333333333,2,0,0,0.0666666666666667,0
5,19,120,150,0.628022872301597,0.0209340957433866,0.0574841119565897,0,0,711.471991386819,1132.87592341883,2,13.4,2,2.5,0,14.0333333333333,0.0509609225076342,0,0,0,0,3,0,0,28.9333333333333,3,0.966666666666667,1,0.1,0
6,19,150,180,1.06475503557858,0.0354918345192861,0.0636253656380635,0,0,1439.74827111799,1352.18733230563,1,23.3666666666667,2,4.56666666666667,1,2.06666666666667,0.0221631694766294,0,0,0,0,3,0,0,29.7333333333333,2,0,0,0.266666666666667,0
7,19,180,210,1.09962876678438,0.0366542922261461,0.0726827163535449,0,0,1654.7986968955,1504.87032249492,0,29.7666666666667,0,0,0,0,0.00648768119563434,0,0,1,0.5,3,0,0,28.7333333333333,4,0.833333333333333,1,0.433333333333333,1
8,19,210,240,1.09393739967203,0.0364645799890677,0.0885277010140815,0,0,1196.88371296138,1094.10621971624,2,23.7,3,3.06666666666667,1,3.2,0.0234978620554988,0,0,0,0,3,0,0,28.4666666666667,4,1.46666666666667,2,0.0666666666666667,0
9,19,240,270,1.23178152051611,0.0410593840172035,0.0724146887990032,0,0,1668.62837891561,1354.64638097223,2,18.6,5,4.46666666666667,3,6.8,0.0334099901915433,1,0.666666666666667,2,1.1,3,0,0,27.1666666666667,5,0.4,1,2.43333333333333,4
10,19,270,300,1.29922606192178,0.0433075353973926,0.0815531124637462,0,0,1559.40866770936,1200.25968798896,1,25.9,1,1.56666666666667,0,0,0.00733353176821244,0,0,1,0.6,3,0,0,28.3666666666667,4,1.63333333333333,3,0,0
1,20,0,30,1.26699847253213,0.0422332824177378,0.0803941682025119,0,0,868.060010040166,685.131062790725,0,30,0,0,0,0,0.00664579605803653,0,0,0,0,3,0,0,30,1,0,0,0,0
2,20,30,60,1.68916242296694,0.056305414098898,0.0983213660412418,0,0,1902.0788972172,1126.04855007151,2,17.3,4,6.7,2,6,0.0358915505723945,1,0.5,1,0.733333333333333,3,0,0,28.3,4,1.13333333333333,2,0.566666666666667,0
3,20,60,90,1.74700969422997,0.0582336564743323,0.0902182718625564,0,0,1939.33342233332,1110.08738459698,2,22.1,4,5.53333333333333,1,2.36666666666667,0.027217082515707,1,0.533333333333333,1,0.5,3,0,0,27.2,6,2.8,4,0,0
4,20,90,120,1.82670426508351,0.0608901421694502,0.0961279292087205,0,0,1918.96087203944,1050.50440222831,2,9.13333333333333,5,12.7,4,8.16666666666667,0.0487658965263908,9,6.23333333333333,0,0,3,0,0,28.8,3,1.2,2,0,0
5,20,120,150,1.73794451313569,0.0579314837711896,0.0988301870446892,0,0,1680.02947339642,966.676128437051,2,19.2,3,5.6,1,5.2,0.0315366730623556,7,4.3,1,0.533333333333333,3,0,0,29.5,2,0.5,1,0,0
6,20,150,180,1.80178791390775,0.0600595971302582,0.0969566737089944,0,0,2272.22684569272,1261.09561960857,4,12.0333333333333,6,9.33333333333333,2,8.63333333333333,0.0443675760318562,5,2.6,2,1.23333333333333,3,0,0,27.7666666666667,4,2.23333333333333,3,0,0
7,20,180,210,1.70422571952488,0.0568075239841628,0.0923647339391382,0,0,2033.4411022487,1193.17592672853,2,13.6,5,6.46666666666667,3,9.93333333333333,0.0456058953459699,1,0.533333333333333,1,0.9,3,0,0,26.7666666666667,4,3.23333333333333,3,0,0
8,20,210,240,1.63514972442825,0.0545049908142749,0.0900474199625129,0,0,1920.62887641693,1174.58899801271,2,11.1666666666667,4,6.33333333333333,2,11.9,0.0477394858782393,2,1.53333333333333,2,1.2,3,0,0,27.8333333333333,6,1.83333333333333,3,0.333333333333333,1
9,20,240,270,1.79997626194468,0.0599992087314892,0.0862948012033783,0,0,3767.17052696272,2092.90011574525,1,10.0666666666667,5,6.13333333333333,4,13.7,0.052164671117644,2,1.06666666666667,4,3.1,3,0,0,24.0666666666667,5,5.56666666666667,3,0.366666666666667,1
10,20,270,300,1.2030558183056,0.0401018606101866,0.0701356150481197,0,0,2063.04290336303,1714.83556454484,0,27.7,0,0,0,0,0.00279253020781323,0,0,0,0,3,0,0,26.4666666666667,6,1.23333333333333,1,2.3,3
1,21,0,30,0.828529414073625,0.0276176471357875,0.0740900599780712,0,0,563.963748490423,680.680418716321,0,29.8,0,0,0,0,0.0033734659506942,0,0,0,0,3,0,0,29.6333333333333,2,0.366666666666667,1,0,0
2,21,30,60,1.29972380286387,0.0433241267621289,0.115086544934926,0,0,1181.98403917353,909.411704678402,0,28.8,0,0,0,0,0.00215293149254973,1,0.933333333333333,2,1.23333333333333,3,0,0,29.8,3,0.2,0,0,0
3,21,60,90,1.42843777772957,0.0476145925909857,0.0865401011668623,0,0,1367.03454263357,957.013713825463,0,29.5,0,0,0,0,0.00187187636398532,0,0,0,0,3,0,0,26.9333333333333,6,3.06666666666667,4,0,0
4,21,90,120,1.46605184887479,0.0488683949624931,0.103612763423611,0,0,1924.49618281773,1312.70676701837,0,29.9333333333333,0,0,0,0,0.00203807494199366,0,0,0,0,3,0,0,23.3333333333333,9,3.4,3,3.26666666666667,4
5,21,120,150,1.74078450134415,0.0580261500448051,0.100759173371357,0,0,2302.86459115021,1322.88895573924,1,15.3333333333333,2,5.93333333333333,1,8.56666666666667,0.0380060724794775,8,6.13333333333333,1,0.5,3,0,0,25.4,8,1.23333333333333,1,3.36666666666667,4
6,21,150,180,2.28179675858035,0.0760598919526783,0.134472304391387,0,0,3720.63848926965,1630.57400939797,3,5.66666666666667,8,11.4666666666667,5,12.8666666666667,0.0570012002401583,13,11.7666666666667,2,1.63333333333333,3,0,0,18.4666666666667,11,9.26666666666667,8,2.26666666666667,3
7,21,180,210,2.48927391941433,0.082975797313811,0.126940372467976,0,0,4834.59402069363,1942.17035858838,2,1.6,6,5.26666666666667,4,23.1333333333333,0.0751230036162693,7,4.7,3,2.1,3,0,0,16.4333333333333,9,13.5666666666667,10,0,0
8,21,210,240,2.19173657862398,0.0730578859541328,0.112037360969875,0,0,3728.75054162612,1701.2767765947,3,13.5,8,7.53333333333333,5,8.96666666666667,0.0433688286384704,10,6.6,1,0.966666666666667,3,0,0,20.9333333333333,7,7.16666666666667,7,1.9,2
9,21,240,270,2.54437922577105,0.0848126408590349,0.141852008018409,0,0,4415.11520605472,1735.24259329572,4,5.9,11,6.36666666666667,7,17.7333333333333,0.0631590345915856,16,17.1666666666667,3,2.16666666666667,3,0,0,17.6666666666667,8,12.3333333333333,7,0,0
10,21,270,300,2.04271715546288,0.0680905718487625,0.162962154220186,0,0,3542.5162676124,1734.21771004301,1,22.6,2,0.666666666666667,1,5.86666666666667,0.0215536464538829,11,8.6,4,2.9,3,0,0,17.9,7,6.23333333333333,6,5.86666666666667,6
1,22,0,30,0.208425729733698,0.00694752432445659,0.0995530509376662,17.3,2,844.287694853167,4050.78440138797,0,29.5,0,0,0,0,0.00545244513847077,0,0,2,1,3,19.5,2,8.13333333333333,4,1.96666666666667,1,0.4,1
2,22,30,60,0.373092398905389,0.0124364132968463,0.0634547572143081,10.8666666666667,0,1147.22071687006,3074.89705026391,0,30,0,0,0,0,0.00395231447556065,0,0,1,0.566666666666667,3,6.63333333333333,2,23.1,3,0.266666666666667,0,0,0
3,22,60,90,0.349054564754274,0.0116351521584758,0.0533824115446493,0,0,638.11422583672,1828.12170437002,0,30,0,0,0,0,0.00445482648857454,0,0,1,0.566666666666667,3,1.93333333333333,3,28.0666666666667,5,0,0,0,0
4,22,90,120,1.04921554387463,0.0349738514624877,0.0727375688877082,0,0,1372.19666422,1307.8310479014,0,29.9666666666667,0,0,0,0,0.0046008055455105,0,0,1,0.533333333333333,3,0,0,29.1333333333333,2,0.866666666666667,1,0,0
5,22,120,150,1.52701818021884,0.0509006060072948,0.0967324609710638,0,0,1189.76650457327,779.143640845689,0,30,0,0,0,0,0.00666880449669502,4,2.63333333333333,0,0,3,0,0,29.6333333333333,2,0.366666666666667,1,0,0
6,22,150,180,2.14156412985533,0.0713854709951778,0.120127626767073,0,0,1981.31339080865,925.171169607931,0,30,0,0,0,0,0.00962707766297865,15,10.1666666666667,1,0.7,3,0,0,27.1,4,2.9,2,0,0
7,22,180,210,2.04754805701692,0.0682516019005641,0.112189890879023,0,0,2596.83691624661,1268.26665061525,2,29.1666666666667,2,0.833333333333333,0,0,0.0143723845262774,5,3.4,1,1.26666666666667,3,0,0,26.2666666666667,5,3.73333333333333,5,0,0
8,22,210,240,1.5242393316795,0.05080797772265,0.179539708873642,0,0,2849.64138776059,1869.54983284724,0,28.7666666666667,0,0,0,0,0.00640241086700108,7,4.3,2,1,3,0,0,25.9,8,3.46666666666667,5,0.633333333333333,1
9,22,240,270,1.34230608183831,0.0447435360612769,0.155367720766573,0,0,1661.0472029133,1237.45785360554,0,29.2,0,0,0,0,0.00308812957967632,5,3.5,1,0.5,3,2.8,1,25.2666666666667,5,1.93333333333333,3,0,0
10,22,270,300,0.945519115103195,0.0315173038367732,0.152873764880129,6.5,2,1788.18452225414,1891.21985340188,0,29.5666666666667,0,0,0,0,0.00303932666851863,5,3.36666666666667,1,1.26666666666667,3,6.76666666666667,2,21.3666666666667,5,1.86666666666667,2,0,0
